300000	000000000000000082ccf8f1557c5d40b21edabb18d2d691cfbf87118bac7254	1399703554	237
300001	000000000000000049a0914d83df36982c77ac1f65ade6a52bdced2ce312aba9	1399704683	512
300002	0000000000000000862b5e29021a6b352a4954c153230ec1b3e9fdb0c01f502c	1399704773	89
300003	000000000000000082aee4ff546c1db5e1aa5f9bfbaa0c76300a792b3e91fce7	1399705127	173
300004	000000000000000084a98fcbfc7b3b908aa2e235f2268e80902418005814d557	1399705446	164
300005	00000000000000005a22d72361aea2c066fd3396b88f495a1c86f8242f9c0a6f	1399705638	95
300006	000000000000000077618f74f5c1ef43860cff3c605c097aabe4ad379c6bf469	1399705974	133
300007	0000000000000000801d09766c0705f21c3ac4d0eeb1445987181950e790c239	1399706172	98
300008	00000000000000000837fe4422370e38d3e9dcdbfbd66f3df8ac3392194bb5b4	1399706352	128
300009	000000000000000025b521469e224dcfdf5bec1a418ccad1f7db20542b02e3ac	1399706142	94
300010	00000000000000000f873312747c01666977e0599072068e5af09326611f9ea2	1399706745	130
300011	00000000000000003f129d636187e2afbe28de2a9a5b2a27c4125453c0a2c91f	1399706669	9
300012	000000000000000070623634b14eea41037d7164a6336d4c65fbc756019262e7	1399706728	31
300013	000000000000000048fc26f90475ce42ea60becc8a13783c26249f5d3a1a0769	1399706898	82
300014	000000000000000027d3cbfdcefc84d1002e579032a54c7f9375e56cdfa900d5	1399707895	507
300015	000000000000000082c52262598d7db510e78dd315abbce129b9d3d760f74531	1399708261	211
300016	00000000000000002ec86a542e2cefe62dcec8ac2317a1dc92fbb094f9d30941	1399708322	30
300017	000000000000000032c0ae55f7f52b179a6346bb0d981af55394a3b9cdc556ea	1399708353	23
300018	00000000000000008153749cc19a76d03696e5245de51100e655a2a1826f87f0	1399708578	114
300019	000000000000000037bcd5020c1b7469ca16dcd9bbad86710db22b1383deb94e	1399709040	266
300020	00000000000000000924ccc5b53da1572f4c1080297b92d6048c15bce16bd3ac	1399709320	141
300021	000000000000000036397f5ba386a58a0a1dcda961187b389fb6e7a96331fbf9	1399710098	427
300022	0000000000000000347366c2f64607a9d2181a80413835752b59703ffb87955e	1399709944	51
300023	00000000000000003c8755a720049ced2bd4d597b57d38fd02dcd042925decef	1399712590	1174
